trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,confidence_bins
stress::confidence_miscalibrated,2,bins_4_0.4_0.6_0.8,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::confidence_miscalibrated,2,bins_5_0.2_0.4_0.6_0.8,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::confidence_miscalibrated,3,bins_2_0.7,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,0.7
stress::confidence_miscalibrated,3,bins_3_0.5_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.5,0.8"
stress::confidence_miscalibrated,3,bins_4_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::confidence_miscalibrated,3,bins_5_0.2_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::confidence_miscalibrated,4,bins_2_0.7,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,0.7
stress::confidence_miscalibrated,4,bins_3_0.5_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.5,0.8"
stress::confidence_miscalibrated,4,bins_4_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::confidence_miscalibrated,4,bins_5_0.2_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
