trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,tie_mode,atlas_tie_epsilon,atlas_adaptive_tie_coef
stress::confidence_miscalibrated,3,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_miscalibrated,3,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_miscalibrated,3,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_miscalibrated,3,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_miscalibrated,3,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
stress::confidence_miscalibrated,4,fixed_eps=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.0,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.01,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.01,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.05,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.05,0.0
stress::confidence_miscalibrated,4,fixed_eps=0.1,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,fixed,0.1,0.0
stress::confidence_miscalibrated,4,adaptive_c=0.0,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.0
stress::confidence_miscalibrated,4,adaptive_c=0.25,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.25
stress::confidence_miscalibrated,4,adaptive_c=0.5,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,adaptive,0.0,0.5
