trace,capacity,initial_gamma,rho,window,mismatch_threshold,misses,hit_rate,miss_gap_vs_lru,match_lru,gamma_final,fraction_predictor_dominated,fraction_fallback_dominated,rolling_mismatch_rate
data/example_unweighted.json,2,0.0,0.25,8,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,8,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,8,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,16,1,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,16,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,16,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.25,16,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,2,1,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,2,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,2,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,2,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,4,1,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,4,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,4,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,4,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,8,1,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,8,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,8,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,8,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,16,1,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,16,2,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,16,3,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.0,0.5,16,5,10,0.0,0,1.0,0.0,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,2,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,2,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,2,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,2,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,4,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,4,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,4,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,4,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,8,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,8,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,8,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,8,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,16,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,16,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,16,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.05,16,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,2,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,2,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,2,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,2,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,4,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,4,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,4,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,4,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,8,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,8,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,8,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,8,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,16,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,16,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,16,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.1,16,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,2,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,2,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,2,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,2,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,4,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,4,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,4,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,4,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,8,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,8,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,8,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,8,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,16,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,16,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,16,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.25,16,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,2,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,2,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,2,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,2,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,4,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,4,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,4,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,4,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,8,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,8,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,8,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,8,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,16,1,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,16,2,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,16,3,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.25,0.5,16,5,10,0.0,0,1.0,0.25,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,2,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,2,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,2,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,2,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,4,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,4,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,4,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,4,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,8,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,8,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,8,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,8,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,16,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,16,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,16,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.05,16,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,2,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,2,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,2,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,2,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,4,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,4,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,4,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,4,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,8,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,8,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,8,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,8,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,16,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,16,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,16,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.1,16,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,2,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,2,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,2,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,2,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,4,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,4,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,4,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,4,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,8,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,8,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,8,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,8,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,16,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,16,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,16,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.25,16,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,2,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,2,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,2,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,2,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,4,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,4,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,4,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,4,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,8,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,8,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,8,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,8,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,16,1,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,16,2,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,16,3,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.5,0.5,16,5,10,0.0,0,1.0,0.5,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,2,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,2,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,2,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,2,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,4,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,4,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,4,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,4,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,8,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,8,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,8,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,8,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,16,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,16,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,16,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.05,16,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,2,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,2,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,2,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,2,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,4,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,4,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,4,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,4,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,8,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,8,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,8,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,8,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,16,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,16,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,16,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.1,16,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,2,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,2,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,2,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,2,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,4,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,4,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,4,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,4,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,8,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,8,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,8,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,8,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,16,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,16,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,16,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.25,16,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,2,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,2,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,2,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,2,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,4,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,4,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,4,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,4,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,8,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,8,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,8,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,8,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,16,1,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,16,2,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,16,3,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,0.75,0.5,16,5,10,0.0,0,1.0,0.75,0.0,1.0,0.0
data/example_unweighted.json,2,1.0,0.05,2,1,10,0.0,0,1.0,1.0,0.0,1.0,0.0
data/example_unweighted.json,2,1.0,0.05,2,2,10,0.0,0,1.0,1.0,0.0,1.0,0.0
data/example_unweighted.json,2,1.0,0.05,2,3,10,0.0,0,1.0,1.0,0.0,1.0,0.0
data/example_unweighted.json,2,1.0,0.05,2,5,10,0.0,0,1.0,1.0,0.0,1.0,0.0
